name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result
267;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;0.04;False;0.03;False
268;0.01;False;4.37;False;0.01;False;0.28;False;0.068631468;0.78;False;0.04;False;8.36;False
269;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
270;0.01;False;0.0;False;0.01;False;6.52;False;0.10525924600000014;0.06;False;0.03;False;0.04;False
271;0.02;False;0.0;False;0.0;False;ERR;ERR;ERR;0.05;False;0.05;False;0.04;False
272;0.01;False;0.1;False;0.01;False;TO;TO;TO;0.1;False;0.21;False;0.53;False
273;0.01;False;0.02;False;0.02;False;8.43;False;0.18444795500000133;ERR;ERR;ERR;ERR;ERR;ERR
274;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;0.06;True;0.12;False;0.04;True
275;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
276;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
277;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
278;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;0.06;True;ERR;ERR;0.04;True
279;0.0;False;0.01;False;0.0;False;ERR;ERR;ERR;0.07;False;0.05;False;0.04;False
280;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
281;0.01;False;0.41;False;1.13;False;ERR;ERR;ERR;0.16;False;0.51;False;2.07;False
282;0.01;False;0.01;False;0.0;False;16.36;False;0.09587071599999675;0.04;False;0.06;False;0.03;False
283;ERR;ERR;0.01;True;0.01;True;TO;TO;TO;0.05;True;0.03;True;0.04;True
284;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
285;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;1.37;False;TO;TO
286;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
287;ERR;ERR;0.01;False;0.0;False;1.39;False;0.18772464700000002;0.06;False;0.05;False;0.03;False
288;32.61;True;0.01;True;0.02;True;1.68;True;0.41707631700000003;0.05;True;0.08;True;0.04;True
289;ERR;ERR;0.01;True;0.01;True;0.18;True;0.140102011;0.04;True;0.07;True;0.03;True
290;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
291;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.03;False
292;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
293;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
294;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
295;0.01;False;0.01;False;0.01;False;0.15;False;0.11020537100000001;0.06;False;0.07;False;0.03;False
296;0.01;False;TO;TO;ERR;ERR;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
297;0.0;False;0.0;False;0.0;False;ERR;ERR;ERR;0.04;False;0.04;False;0.03;False
298;0.01;False;0.0;True;0.01;True;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
299;0.0;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
300;0.01;True;0.01;True;0.02;True;ERR;ERR;ERR;0.05;True;0.08;False;0.04;True
301;0.0;False;0.01;False;0.01;False;2.37;False;0.19079663000000036;0.06;False;0.05;False;0.05;False
302;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.02;False
303;TO;TO;TO;TO;4.7;True;ERR;ERR;ERR;39.25;True;43.33;True;TO;TO
304;0.01;False;TO;TO;ERR;ERR;0.21;False;0.16036254100000003;TO;TO;TO;TO;TO;TO
305;0.15;True;0.0;True;0.01;True;ERR;ERR;ERR;0.05;True;0.04;False;0.03;True
306;TO;TO;0.01;True;0.01;True;3.01;True;1.5939975830000002;0.06;True;0.03;True;0.04;True
307;0.01;False;0.01;False;0.01;False;1.65;False;0.06436285400000008;0.06;False;0.03;False;0.03;False
308;0.01;False;TO;TO;0.01;False;0.59;False;0.0004891900000000282;TO;TO;TO;TO;TO;TO
309;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.07;True;TO;TO;0.03;True
310;0.01;False;0.01;False;0.01;False;1.34;False;0.19445121399999987;0.05;False;ERR;ERR;0.03;False
311;0.12;True;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.05;False;0.04;True
312;0.01;False;0.86;False;0.01;False;ERR;ERR;ERR;1.07;False;0.13;False;0.2;False
313;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
314;0.23;True;0.01;True;0.01;True;0.05;True;0.027498888;0.06;True;0.04;True;0.04;True
315;1.72;True;0.0;True;0.01;True;0.23;True;0.122259352;0.06;True;0.08;True;0.05;True
316;0.01;False;44.0;False;2.57;False;ERR;ERR;ERR;6.26;False;31.02;False;0.26;False
317;0.0;False;TO;TO;TO;TO;ERR;ERR;ERR;12.87;False;0.73;False;TO;TO
318;0.01;False;77.04;True;0.46;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
319;0.01;False;78.47;True;0.63;True;ERR;ERR;ERR;0.2;True;44.79;False;1.79;True
320;3.29;True;0.01;True;0.0;True;2.51;True;0.4973450169999998;0.05;True;26.36;False;0.05;True
321;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.04;False;0.03;True
322;0.01;False;0.01;True;0.01;True;0.12;True;0.05014839;ERR;ERR;ERR;ERR;ERR;ERR
323;0.01;False;0.0;True;0.0;True;ERR;ERR;ERR;0.06;True;0.03;False;0.02;True
324;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
325;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.07;False;0.05;True
326;ERR;ERR;0.01;False;0.01;False;2.33;False;0.22966803899999988;0.05;False;0.08;False;0.03;False
327;0.01;False;0.01;False;0.0;False;0.17;False;5.150000000000987e-05;0.06;False;0.03;False;0.04;False
328;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
329;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.04;False;0.03;False
330;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
331;0.01;False;0.0;True;0.01;True;1.11;True;0.331884242;0.07;True;0.07;True;0.04;True
332;0.01;False;0.0;False;0.0;False;0.64;False;0.12532658499999993;0.05;False;0.03;False;0.04;False
333;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
334;0.02;False;11.27;False;0.0;False;ERR;ERR;ERR;1.88;False;0.05;False;17.94;False
335;0.0;True;0.01;True;0.0;True;ERR;ERR;ERR;0.04;True;0.06;True;0.03;True
336;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
337;0.01;False;0.01;False;0.0;False;0.41;False;0.05497998500000001;0.06;False;0.02;False;0.04;False
338;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.11;False;0.05;True
339;0.01;False;0.01;True;0.01;True;3.9;True;0.2667500869999997;ERR;ERR;ERR;ERR;ERR;ERR
340;0.01;False;0.1;False;0.01;False;0.59;False;0.09277270200000004;0.21;False;0.33;False;0.04;False
341;0.01;False;0.81;False;0.01;False;ERR;ERR;ERR;0.14;False;0.23;False;1.44;False
342;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
343;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
344;0.01;False;0.41;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
345;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
346;0.84;True;0.02;True;0.01;True;0.38;True;0.310414401;0.06;True;0.07;False;0.04;True
347;0.02;False;0.01;False;0.01;False;0.6;False;0.071462421;0.06;False;0.03;False;0.03;False
348;0.0;False;0.01;False;0.01;False;4.57;False;0.15651740699999994;0.05;False;0.04;False;0.04;False
349;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.04;False;0.04;True
350;0.01;False;0.01;False;0.01;False;0.05;False;1.4630000000001586e-05;0.06;False;0.04;False;0.05;False
351;ERR;ERR;0.0;False;0.01;False;TO;TO;TO;0.07;False;0.04;False;0.04;False
352;0.02;False;0.01;False;0.01;False;TO;TO;TO;0.06;False;0.04;False;0.05;False
353;0.02;False;0.08;False;0.01;False;ERR;ERR;ERR;0.08;False;0.04;False;0.17;False
354;0.01;True;0.01;True;0.01;True;0.51;True;0.13959125;0.07;True;ERR;ERR;0.04;True
355;10.9;True;0.01;True;0.01;True;0.82;True;0.445478125;0.06;True;0.07;True;0.05;True
356;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
357;0.0;False;0.01;False;0.0;False;36.4;False;0.8813960610000038;0.06;False;0.08;False;0.04;False
358;0.0;False;6.26;False;0.01;False;ERR;ERR;ERR;1.08;False;1.4;False;3.57;False
359;0.02;True;0.01;True;0.01;True;0.71;True;0.0862871959999999;0.05;True;0.04;False;0.03;True
360;0.01;False;0.01;False;0.01;False;6.39;False;0.27040925100000024;0.04;False;0.03;False;0.04;False
361;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False
362;0.01;False;0.71;False;0.08;False;ERR;ERR;ERR;0.25;False;0.27;False;0.02;False
363;0.02;False;0.07;False;0.4;False;ERR;ERR;ERR;0.1;False;0.25;False;0.47;False
364;0.0;False;0.01;True;0.01;True;15.76;True;0.290466949999999;0.05;True;0.1;False;0.03;True
365;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.06;True;0.04;True
366;0.01;False;0.01;True;0.01;True;5.61;True;0.29654399699999967;ERR;ERR;ERR;ERR;ERR;ERR
367;0.01;False;0.76;False;0.01;False;ERR;ERR;ERR;0.21;False;0.83;False;0.05;False
368;0.01;False;47.43;False;2.49;False;ERR;ERR;ERR;5.58;False;23.87;False;0.17;False
369;0.01;False;0.0;False;0.01;False;TO;TO;TO;0.05;False;0.05;False;0.05;False
370;0.01;False;0.01;True;0.01;True;8.22;True;0.21225158300000047;ERR;ERR;ERR;ERR;ERR;ERR
371;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
372;0.01;False;0.0;True;0.0;True;5.87;True;0.2055638359999996;ERR;ERR;ERR;ERR;ERR;ERR
373;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.04;False;0.03;False;0.03;False
374;0.01;False;0.01;False;0.01;False;0.61;False;0.20619214600000008;0.07;True;0.04;False;0.03;False
375;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
376;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.03;False
377;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.07;False;0.05;False
378;0.11;True;0.01;True;0.01;True;ERR;ERR;ERR;0.07;True;0.03;False;0.04;True
379;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.04;True;0.04;True
380;0.01;False;0.0;False;0.01;False;76.78;False;0.23646122600000297;0.06;False;0.03;False;0.04;False
381;0.49;True;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;ERR;ERR;0.05;False
382;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.07;False;0.05;False;0.04;False
383;0.02;False;0.01;False;0.01;False;0.35;False;0.25129604099999997;0.06;False;0.06;False;0.04;False
384;87.0;True;0.01;True;0.01;True;0.46;True;0.42533892500000003;0.07;True;3.76;False;0.04;True
385;0.01;False;0.62;False;0.0;False;ERR;ERR;ERR;0.29;False;ERR;ERR;0.2;False
386;5.44;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;14.23;False;TO;TO
387;0.01;False;0.01;True;0.01;True;28.85;True;0.24681999699999935;ERR;ERR;ERR;ERR;ERR;ERR
388;0.0;False;0.1;False;0.38;False;0.52;False;0.18088994999999997;0.08;False;ERR;ERR;0.5;False
389;ERR;ERR;0.01;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
390;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False
391;16.46;True;0.01;True;0.01;True;0.19;True;0.171089391;0.07;True;0.06;True;0.03;True
392;0.02;True;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
393;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.02;False
394;0.02;False;0.05;False;0.01;False;ERR;ERR;ERR;0.07;False;0.4;False;0.17;False
395;0.01;False;0.01;True;0.0;True;3.07;True;0.28730347700000003;0.05;True;0.2;False;0.03;True
396;0.02;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.06;False;0.03;False
397;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
398;0.01;False;0.01;False;0.01;False;0.04;False;5.3929999999993705e-05;0.06;False;0.03;False;0.03;False
399;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.03;False
400;0.02;False;0.85;False;2.09;False;ERR;ERR;ERR;0.25;False;0.94;False;4.1;False
401;0.01;False;TO;TO;ERR;ERR;0.39;False;0.08867785900000003;TO;TO;TO;TO;TO;TO
402;ERR;ERR;0.0;False;0.02;False;ERR;ERR;ERR;0.06;False;0.09;False;0.05;False
403;0.01;False;1.39;False;0.0;False;TO;TO;TO;0.13;False;ERR;ERR;3.98;False
404;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.03;False
405;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;ERR;ERR;0.03;False
406;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO;0.04;False;ERR;ERR;0.04;False
407;ERR;ERR;2.81;False;0.01;False;1.73;False;0.21412313400000005;0.48;False;0.07;False;3.89;False
408;0.32;True;0.0;True;0.0;True;1.32;True;0.37348674300000007;0.05;True;0.02;False;0.04;True
409;0.0;False;0.06;False;0.1;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
410;ERR;ERR;0.46;False;0.01;False;ERR;ERR;ERR;0.11;False;0.36;False;0.69;False
411;TO;TO;0.0;True;0.01;True;0.69;True;0.19509769500000002;0.06;True;0.04;True;0.03;True
412;0.01;False;0.01;False;0.0;False;TO;TO;TO;0.05;False;0.04;False;0.04;False
413;0.01;False;3.33;False;ERR;ERR;ERR;ERR;ERR;7.78;False;6.4;False;47.95;False
414;0.01;False;0.02;False;0.01;False;62.46;False;0.27749264800000617;ERR;ERR;ERR;ERR;ERR;ERR
415;0.01;False;0.0;False;0.01;False;0.09;False;4.6449999999989555e-05;0.07;False;0.04;False;0.03;False
416;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.03;False
417;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
418;0.01;False;0.0;True;0.01;True;ERR;ERR;ERR;0.04;True;0.06;True;0.04;True
419;40.64;True;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;4.77;False;0.04;True
420;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.05;False
421;0.01;False;0.09;False;0.01;False;ERR;ERR;ERR;0.08;False;0.11;False;0.09;False
422;0.01;False;0.41;False;0.1;False;ERR;ERR;ERR;0.24;False;0.57;False;0.23;False
423;0.01;False;0.01;False;0.01;False;1.6;False;0.2115812909999999;0.05;False;0.04;False;0.04;False
424;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
425;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
426;0.01;False;1.8;False;0.01;False;ERR;ERR;ERR;0.52;False;0.09;False;0.05;False
427;0.0;False;0.0;True;0.01;True;16.9;True;0.2991874490000015;ERR;ERR;ERR;ERR;ERR;ERR
428;0.01;False;0.01;True;0.01;True;0.19;True;0.132610532;0.05;True;ERR;ERR;0.04;True
429;19.28;True;0.01;True;0.01;True;0.07;True;0.053864464;0.05;True;0.04;True;0.03;True
430;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.04;True;0.03;True
431;0.0;False;32.68;False;51.71;False;ERR;ERR;ERR;2.35;False;0.25;False;99.39;False
432;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.04;False;0.05;False;0.03;False
433;0.01;False;0.96;False;0.01;False;5.77;False;0.07124926100000017;0.3;False;0.04;False;2.97;False
434;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;0.28;False;12.75;False
435;0.01;False;0.0;False;0.01;False;8.87;False;0.13196697199999896;0.06;False;0.04;False;0.03;False
436;88.14;False;2.16;False;4.03;False;ERR;ERR;ERR;0.63;False;0.05;False;3.57;False
437;0.01;False;0.01;True;0.01;True;42.54;True;0.698371298000005;0.05;True;3.95;False;0.04;True
438;0.01;False;0.03;False;0.01;False;TO;TO;TO;0.06;False;0.04;False;0.1;False
439;0.01;False;0.08;False;0.01;False;ERR;ERR;ERR;0.07;False;ERR;ERR;0.18;False
440;ERR;ERR;0.01;False;0.01;False;2.35;False;0.1377323669999999;0.05;False;0.06;False;0.03;False
441;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;0.04;True;0.65;False;0.03;True
442;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
443;ERR;ERR;0.09;False;1.15;False;TO;TO;TO;0.22;False;0.23;False;0.03;False
444;TO;TO;75.75;True;0.72;True;ERR;ERR;ERR;0.12;True;41.81;False;1.3;True
445;0.19;True;0.01;True;0.0;True;0.84;True;0.754886674;0.06;True;0.04;True;0.04;True
446;0.01;False;43.17;False;58.08;False;ERR;ERR;ERR;2.97;False;0.28;False;TO;TO
447;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;0.04;True;0.05;True;0.02;True
448;ERR;ERR;0.01;True;0.0;True;0.25;True;0.0005358010000000024;0.06;True;0.03;True;0.04;True
449;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.08;False;0.05;True
450;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.18;False;0.04;True
451;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;ERR;ERR;TO;TO
452;0.0;False;TO;TO;ERR;ERR;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
453;0.01;True;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
454;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
455;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
456;TO;TO;0.37;False;0.54;False;TO;TO;TO;0.1;False;0.39;False;1.08;False
457;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.04;False;0.01;False;0.03;False
458;0.01;False;7.53;False;31.19;False;ERR;ERR;ERR;12.21;False;0.14;False;3.78;False
459;0.68;False;0.01;False;0.01;False;0.72;False;0.13600570600000006;0.04;True;0.05;False;0.03;False
460;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
461;0.01;False;0.01;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
462;0.03;True;0.01;True;0.01;True;0.22;True;0.101211051;0.06;True;0.03;False;0.03;True
463;0.01;False;0.0;False;0.01;False;TO;TO;TO;0.05;False;ERR;ERR;0.05;False
464;0.01;False;1.1;True;2.71;True;ERR;ERR;ERR;0.39;True;0.38;True;3.48;True
465;0.01;False;0.02;False;0.02;False;ERR;ERR;ERR;0.05;False;0.15;False;0.06;False
466;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;0.03;False;TO;TO
467;0.02;False;0.13;False;0.09;False;ERR;ERR;ERR;0.26;False;0.24;False;0.03;False
468;0.01;False;0.15;False;0.02;False;ERR;ERR;ERR;0.09;False;0.05;False;0.04;False
469;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.06;False;0.04;False
470;0.01;False;0.01;False;0.0;False;0.07;False;1.1890000000000511e-05;ERR;ERR;ERR;ERR;ERR;ERR
471;0.01;False;0.01;False;0.01;False;0.23;False;0.14590978599999999;0.05;False;0.04;False;0.03;False
472;0.02;False;0.9;False;0.0;False;2.48;False;0.11662545599999996;0.17;False;0.05;False;1.36;False
473;0.0;False;TO;TO;0.01;False;2.51;False;0.20288790300000015;8.12;False;83.79;False;1.5;False
474;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
475;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
476;0.01;False;0.0;True;0.01;True;8.27;True;0.3778485569999992;ERR;ERR;ERR;ERR;ERR;ERR
477;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
478;0.0;False;0.01;False;0.01;False;2.42;False;0.36664613700000026;0.06;False;0.05;False;0.02;False
479;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.06;True;0.03;True
480;0.01;False;2.3;False;0.0;False;ERR;ERR;ERR;0.28;False;0.05;False;2.37;False
481;0.01;False;0.39;False;0.02;False;1.22;False;0.08552783499999994;0.13;False;0.31;False;0.37;False
482;0.01;False;0.01;True;0.01;True;0.24;True;0.206018205;0.07;True;0.08;True;0.03;True
483;TO;TO;75.96;True;0.45;True;ERR;ERR;ERR;0.12;True;0.29;True;1.1;True
484;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.03;False
485;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
486;0.01;True;0.61;False;0.77;False;ERR;ERR;ERR;0.13;False;ERR;ERR;1.23;False
487;0.02;False;0.01;False;ERR;ERR;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
488;0.01;False;0.01;False;0.0;False;TO;TO;TO;0.06;False;0.06;False;0.04;False
489;0.11;True;0.0;True;0.01;True;0.2;True;0.132370282;0.05;True;ERR;ERR;0.04;True
490;0.01;False;5.9;False;7.94;False;ERR;ERR;ERR;0.47;False;0.14;False;18.72;False
491;0.01;False;0.93;False;1.28;False;ERR;ERR;ERR;0.16;False;0.48;False;1.37;False
492;2.17;False;TO;TO;4.7;False;ERR;ERR;ERR;78.01;False;46.51;False;TO;TO
493;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
494;0.92;True;17.19;True;0.16;True;ERR;ERR;ERR;0.07;True;13.71;False;0.41;True
495;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
496;0.02;False;1.23;False;0.01;False;0.29;False;0.05747724700000001;0.39;False;ERR;ERR;0.04;False
497;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
498;0.01;False;0.01;False;0.02;False;ERR;ERR;ERR;0.06;False;0.06;False;0.04;False
499;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.02;False
500;0.01;False;0.43;False;0.0;False;1.01;False;0.07490730400000001;0.17;False;0.57;False;1.68;False
501;0.01;False;2.21;False;0.01;False;4.32;False;0.40217586200000044;0.51;False;2.04;False;7.69;False
502;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.05;False
503;0.01;False;0.01;True;0.0;True;31.25;True;0.3466866969999991;ERR;ERR;ERR;ERR;ERR;ERR
504;0.01;False;TO;TO;0.0;False;18.43;False;0.10025070100000022;49.29;False;0.69;False;56.51;False
505;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
506;ERR;ERR;0.0;False;0.01;False;TO;TO;TO;0.05;False;0.04;False;0.05;False
507;0.01;False;0.01;False;0.01;False;0.22;False;9.452999999998157e-05;0.05;False;0.03;False;0.03;False
508;TO;TO;0.57;False;1.57;False;0.22;False;0.19323686299999998;0.31;False;0.92;False;3.27;False
509;ERR;ERR;0.01;False;0.01;False;8.29;False;8.480000000066212e-05;0.06;False;0.04;False;0.03;False
510;0.02;False;1.63;True;2.25;True;18.01;True;0.33564145600000117;0.38;True;2.53;False;5.41;True
511;0.0;False;0.01;False;0.01;False;0.56;False;0.00025513999999993153;0.06;False;0.03;False;0.03;False
512;0.01;False;0.98;False;0.01;False;ERR;ERR;ERR;0.32;False;0.34;False;TO;TO
513;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
514;0.0;False;57.93;False;79.66;False;ERR;ERR;ERR;3.31;False;0.2;False;TO;TO
515;0.01;False;1.26;False;2.02;False;4.66;False;0.19501675500000015;0.33;False;0.73;False;4.83;False
516;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
517;0.01;False;0.01;True;0.01;True;4.8;True;0.2821905219999996;ERR;ERR;ERR;ERR;ERR;ERR
518;0.01;False;TO;TO;3.58;False;ERR;ERR;ERR;77.78;False;41.7;False;TO;TO
519;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
520;ERR;ERR;0.01;False;0.01;False;4.12;False;6.216000000058841e-05;0.05;False;ERR;ERR;0.03;False
521;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
522;58.73;False;0.36;False;0.53;False;ERR;ERR;ERR;0.1;False;0.39;False;1.12;False
523;0.01;False;0.01;False;0.0;False;0.05;False;1.2589999999999824e-05;0.06;False;0.04;False;0.04;False
524;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;TO;TO;0.89;False;TO;TO
525;0.0;False;0.01;True;0.01;True;0.28;True;0.177380297;0.05;True;0.04;True;0.04;True
526;0.01;False;0.01;True;0.01;True;5.37;True;0.35571730499999976;ERR;ERR;ERR;ERR;ERR;ERR
527;0.14;True;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.05;False;0.05;True
528;0.01;False;0.01;True;0.01;True;4.07;True;0.364134344;0.04;True;ERR;ERR;0.03;True
529;ERR;ERR;0.01;True;0.0;True;ERR;ERR;ERR;0.06;True;0.05;True;0.04;True
530;0.01;False;0.53;False;0.84;False;ERR;ERR;ERR;0.1;False;0.08;False;1.82;False
531;0.0;True;0.0;False;0.0;False;ERR;ERR;ERR;0.07;False;0.04;False;0.03;False
532;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;ERR;ERR;0.04;False
533;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
534;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.05;False;0.03;False
