name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime
721;2.88;False;3.06;False;TO;TO;0.24;False;0.20638599900000001
722;TO;TO;0.3;True;0.72;True;ERR;ERR;ERR
723;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR
724;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR
725;0.01;False;0.01;False;0.0;False;0.04;False;0.00012805999999999929
726;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
727;0.01;False;0.08;False;0.01;False;ERR;ERR;ERR
728;0.02;True;TO;TO;TO;TO;0.53;True;0.22493098500000003
729;0.01;True;0.0;True;0.01;True;0.17;True;0.0038956199999999885
730;0.0;False;2.03;False;2.32;False;ERR;ERR;ERR
731;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
732;TO;TO;0.01;True;0.01;True;2.02;True;0.20194848499999996
733;0.55;True;0.01;True;0.01;True;0.52;True;0.143471876
734;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
735;0.01;False;0.01;False;0.01;False;0.18;False;0.01733696600000001
736;0.01;True;0.01;True;0.01;True;0.3;True;0.006573012999999961
737;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
738;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
739;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
740;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
741;0.01;False;0.41;False;0.63;False;3.26;False;0.29329443200000016
742;0.02;False;0.01;True;0.01;True;0.13;True;0.088569828
743;ERR;ERR;0.01;True;0.0;True;ERR;ERR;ERR
744;0.01;False;0.58;False;0.01;False;ERR;ERR;ERR
745;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
746;0.01;False;1.05;False;0.01;False;ERR;ERR;ERR
747;0.01;False;0.0;False;0.01;False;0.34;False;0.008413926000000016
748;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
749;0.01;False;TO;TO;0.01;False;1.23;False;0.14755213999999994
750;0.02;False;0.01;True;0.02;True;ERR;ERR;ERR
751;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
752;ERR;ERR;0.11;False;0.09;False;ERR;ERR;ERR
753;0.01;False;0.91;False;0.01;False;ERR;ERR;ERR
754;0.01;False;0.02;False;0.02;False;ERR;ERR;ERR
755;0.01;False;0.0;True;0.01;True;0.21;True;0.006329604999999988
756;0.01;False;0.01;False;0.01;False;TO;TO;TO
757;0.02;False;0.67;False;1.02;False;ERR;ERR;ERR
758;0.01;False;0.01;False;0.01;False;0.95;False;0.1792200639999999
759;0.05;False;0.01;True;0.01;True;0.12;True;0.067141498
760;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
761;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
762;0.0;False;1.01;False;0.01;False;ERR;ERR;ERR
763;ERR;ERR;TO;TO;0.43;False;ERR;ERR;ERR
764;0.02;False;1.38;False;0.0;False;TO;TO;TO
765;0.44;True;0.02;False;0.02;False;ERR;ERR;ERR
766;0.02;True;0.01;False;0.01;False;ERR;ERR;ERR
767;0.01;False;0.01;False;0.01;False;TO;TO;TO
768;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
769;0.01;False;TO;TO;TO;TO;TO;TO;TO
770;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
771;0.02;False;0.0;True;0.01;True;0.49;True;0.245051804
772;0.01;False;0.01;False;0.01;False;2.16;False;0.2040110100000001
773;0.01;False;TO;TO;0.01;False;0.32;False;0.04838605999999998
774;TO;TO;0.9;False;1.27;False;0.13;False;0.098835483
775;0.01;False;0.01;True;0.01;True;1.09;True;0.17009861699999995
776;0.02;False;0.01;False;0.01;False;0.09;False;0.052977922
777;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
778;0.01;False;0.01;False;0.01;False;1.7;False;0.20653631900000002
779;0.01;False;0.01;False;0.01;False;TO;TO;TO
780;0.01;False;0.01;False;0.01;False;0.16;False;0.06683810999999999
781;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR
782;0.01;False;0.86;False;0.07;False;ERR;ERR;ERR
783;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
784;0.01;False;0.4;False;0.01;False;ERR;ERR;ERR
785;TO;TO;0.01;True;0.01;True;0.17;True;0.12411867199999999
786;0.01;False;0.09;False;0.06;False;ERR;ERR;ERR
787;ERR;ERR;0.28;False;0.01;False;0.65;False;0.15053530499999995
788;0.02;True;0.01;True;0.01;True;0.54;True;0.18886258000000006
789;0.01;True;0.01;True;0.0;True;ERR;ERR;ERR
790;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
791;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
792;0.01;False;1.4;False;1.58;False;ERR;ERR;ERR
793;0.0;False;0.12;False;0.17;False;0.84;False;0.21602558900000002
794;0.01;False;0.25;False;0.01;False;ERR;ERR;ERR
795;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
796;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
797;0.01;False;0.01;False;0.01;False;0.24;False;0.157718463
798;0.01;False;0.46;False;0.01;False;0.35;False;0.11184104800000003
799;0.01;False;0.01;True;0.01;True;TO;TO;TO
800;0.01;False;0.28;False;0.81;False;ERR;ERR;ERR
801;0.01;False;0.01;True;0.01;True;0.34;True;0.16143254299999998
802;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
803;0.01;False;2.82;False;3.13;False;ERR;ERR;ERR
804;0.01;False;TO;TO;TO;TO;1.19;False;0.24159882900000007
805;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
806;0.0;False;1.57;False;0.01;False;0.87;False;0.15170917900000003
807;0.01;False;0.05;False;0.01;False;ERR;ERR;ERR
808;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
809;0.01;False;0.01;False;0.01;False;2.14;False;0.12612849299999973
810;0.01;False;0.01;False;0.01;False;0.64;False;0.01609841199999995
811;0.01;False;2.44;False;TO;TO;TO;TO;TO
812;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
813;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
814;TO;TO;0.54;False;0.05;False;ERR;ERR;ERR
815;0.01;False;0.01;False;0.01;False;TO;TO;TO
816;0.01;False;0.01;False;0.01;False;0.05;False;0.0008864930000000021
817;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
818;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
819;0.01;False;0.01;False;0.01;False;1.13;False;0.1955397350000001
820;TO;TO;0.48;False;0.02;False;ERR;ERR;ERR
821;ERR;ERR;TO;TO;TO;TO;ERR;ERR;ERR
822;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
823;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
824;0.01;False;2.8;False;0.01;False;ERR;ERR;ERR
825;0.01;False;0.81;False;0.01;False;ERR;ERR;ERR
826;0.01;False;0.11;False;0.15;False;ERR;ERR;ERR
827;0.0;False;0.01;True;0.01;True;0.1;True;0.06485929700000001
828;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
829;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR
830;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
831;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
832;0.01;True;0.0;False;0.0;False;ERR;ERR;ERR
833;0.01;False;0.01;False;0.01;False;TO;TO;TO
834;0.01;True;0.01;True;0.0;True;0.14;True;0.09948343700000001
835;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
836;0.01;False;0.05;False;0.08;False;ERR;ERR;ERR
837;0.02;False;0.0;False;0.01;False;TO;TO;TO
838;0.01;False;TO;TO;TO;TO;0.8;False;0.31468835900000003
839;0.0;False;TO;TO;TO;TO;TO;TO;TO
840;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
841;0.01;False;2.44;False;3.02;False;2.78;False;0.43432325999999977
842;0.01;False;0.24;False;2.32;False;ERR;ERR;ERR
843;0.01;False;TO;TO;TO;TO;TO;TO;TO
844;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
845;0.75;True;0.01;True;0.01;True;0.1;True;0.06484400800000001
846;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
847;0.01;False;0.01;False;0.01;False;TO;TO;TO
848;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
849;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
850;TO;TO;0.12;True;0.01;True;ERR;ERR;ERR
851;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
852;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
853;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
854;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR
855;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
856;ERR;ERR;0.01;True;0.01;True;0.13;True;0.09727771599999999
857;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
858;0.01;False;TO;TO;0.0;False;ERR;ERR;ERR
859;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR
860;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
861;0.01;False;TO;TO;TO;TO;TO;TO;TO
862;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
863;0.01;False;0.05;False;0.06;False;ERR;ERR;ERR
864;TO;TO;0.01;True;0.01;True;TO;TO;TO
865;TO;TO;0.01;True;0.01;True;0.24;True;0.19781518599999998
866;0.55;False;TO;TO;TO;TO;0.24;False;0.131753989
867;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
868;0.01;False;0.01;True;0.01;True;TO;TO;TO
869;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
870;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
871;0.01;False;0.01;False;0.01;False;TO;TO;TO
872;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
873;0.01;False;2.79;False;TO;TO;ERR;ERR;ERR
874;TO;TO;0.32;False;0.5;False;ERR;ERR;ERR
875;0.01;False;0.01;False;0.01;False;TO;TO;TO
876;0.01;False;0.01;True;0.01;True;0.38;True;0.123046706
877;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
878;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
879;0.01;False;0.01;False;0.01;False;TO;TO;TO
880;0.01;False;0.01;True;0.01;True;0.23;True;0.13796239100000002
881;0.01;False;0.01;True;0.01;True;TO;TO;TO
882;0.13;True;0.01;True;0.01;True;0.43;True;0.217885669
883;0.0;True;0.01;False;0.01;False;TO;TO;TO
884;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
885;0.01;True;TO;TO;TO;TO;ERR;ERR;ERR
886;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR
887;0.01;False;0.94;False;1.14;False;ERR;ERR;ERR
888;0.01;False;1.49;False;1.52;False;ERR;ERR;ERR
889;0.02;False;0.98;False;1.06;False;ERR;ERR;ERR
890;0.0;False;0.77;False;0.01;False;ERR;ERR;ERR
891;0.01;False;1.49;False;1.64;False;ERR;ERR;ERR
892;0.01;False;0.01;False;0.01;False;0.4;False;0.24782419499999997
893;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
894;ERR;ERR;0.01;False;0.01;False;0.06;False;0.0009420870000000012
895;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
896;0.01;False;0.01;True;0.01;True;TO;TO;TO
897;0.01;False;0.01;True;0.01;True;0.19;True;0.116380075
898;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR
899;0.02;True;0.01;True;0.01;True;0.56;True;0.010768683999999973
900;0.01;False;0.81;False;1.16;False;1.5;False;0.27968415
901;0.01;False;0.02;True;0.01;True;ERR;ERR;ERR
902;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
903;0.01;False;0.01;True;0.01;True;1.07;True;0.365266038
904;0.01;False;0.01;False;0.01;False;0.24;False;0.07289057300000001
905;0.06;True;0.0;True;0.01;True;ERR;ERR;ERR
906;0.01;False;0.01;False;0.01;False;2.4;False;0.29670699700000025
907;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR
908;0.01;False;0.02;False;0.01;False;1.48;False;0.02928438
909;0.01;False;2.66;True;TO;TO;ERR;ERR;ERR
910;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
911;0.01;False;0.05;False;0.01;False;TO;TO;TO
912;0.01;False;0.64;False;0.49;False;TO;TO;TO
913;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR
914;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
915;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
916;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
917;0.01;False;0.01;True;0.01;True;TO;TO;TO
918;TO;TO;TO;TO;0.01;False;0.19;False;0.123430979
919;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
920;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
921;0.01;False;0.13;False;0.01;False;ERR;ERR;ERR
922;0.01;True;0.01;True;0.0;True;ERR;ERR;ERR
923;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
924;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
925;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR
926;0.01;False;0.67;False;TO;TO;ERR;ERR;ERR
927;0.01;False;0.01;False;0.02;False;ERR;ERR;ERR
928;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR
929;0.01;False;0.01;False;0.01;False;0.04;False;0.0006615810000000014
930;TO;TO;0.0;True;0.01;True;0.32;True;0.24798004799999998
931;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
932;0.01;False;0.01;True;0.01;True;0.17;True;0.09560989999999998
933;0.01;False;0.98;False;1.39;False;ERR;ERR;ERR
934;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
935;ERR;ERR;0.01;False;0.01;False;TO;TO;TO
936;0.13;False;0.08;False;0.11;False;0.58;False;0.14349527
937;ERR;ERR;TO;TO;0.01;False;TO;TO;TO
938;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
939;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
940;0.36;True;0.01;True;0.01;True;ERR;ERR;ERR
941;ERR;ERR;0.01;True;0.01;True;1.58;True;0.15826935899999994
942;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
943;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
944;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
945;0.01;False;0.01;False;0.01;False;TO;TO;TO
946;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
947;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
948;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
949;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
950;0.01;False;0.01;False;0.01;False;TO;TO;TO
951;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR
952;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
953;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
954;TO;TO;0.01;True;0.01;True;0.32;True;0.11352363700000001
955;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
956;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
957;0.01;False;0.1;False;0.01;False;0.45;False;0.14259676999999998
958;TO;TO;0.01;True;0.01;True;0.47;True;0.167069629
959;TO;TO;0.01;True;0.01;True;0.69;True;0.16580415000000004
960;0.01;False;0.01;True;0.01;True;0.42;True;0.220279539
961;0.01;False;0.01;False;0.01;False;2.07;False;0.19740289300000002
962;0.01;False;0.01;False;0.01;False;TO;TO;TO
963;0.02;False;TO;TO;0.01;False;ERR;ERR;ERR
964;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
965;0.01;False;0.89;False;1.12;False;ERR;ERR;ERR
966;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
967;0.01;False;0.01;True;0.01;True;TO;TO;TO
968;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
969;0.01;False;0.01;True;0.01;True;TO;TO;TO
970;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
971;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
972;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR
973;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
974;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
975;0.01;False;0.01;True;0.0;True;0.2;True;0.128274679
976;TO;TO;TO;TO;0.01;False;0.24;False;0.194960996
977;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
978;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
979;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
980;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
981;0.01;False;0.14;False;0.15;False;ERR;ERR;ERR
982;ERR;ERR;0.01;True;0.01;True;0.79;True;0.160564009
983;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
984;0.01;False;0.01;False;0.01;False;TO;TO;TO
985;ERR;ERR;0.05;True;0.06;True;ERR;ERR;ERR
986;0.12;True;0.01;True;0.01;True;0.39;True;0.17082467
987;TO;TO;0.01;True;0.01;True;0.74;True;0.18329527300000004
988;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
989;0.01;False;0.22;False;0.01;False;TO;TO;TO
990;1.41;True;0.01;True;0.01;True;ERR;ERR;ERR
991;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
992;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
993;0.02;False;0.08;False;0.06;False;ERR;ERR;ERR
994;0.02;False;0.1;False;0.06;False;ERR;ERR;ERR
995;0.02;False;0.01;False;0.02;False;TO;TO;TO
996;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
997;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
998;0.02;True;0.01;False;0.01;False;ERR;ERR;ERR
999;0.02;False;2.58;False;0.08;False;ERR;ERR;ERR
1000;TO;TO;0.36;False;0.48;False;0.18;False;0.14413336799999998
1001;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR
1002;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR
1003;0.01;False;0.01;True;0.01;True;1.2;True;0.3813863140000001
1004;ERR;ERR;TO;TO;0.01;False;1.33;False;0.11931468999999995
1005;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR
1006;0.02;True;0.01;True;0.0;True;ERR;ERR;ERR
1007;0.02;False;0.01;False;0.01;False;1.71;False;0.31454831400000005
1008;0.02;False;TO;TO;TO;TO;ERR;ERR;ERR
1009;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR
1010;0.01;False;0.71;False;1.55;False;ERR;ERR;ERR
1011;0.01;False;1.67;True;2.04;True;TO;TO;TO
1012;0.01;True;TO;TO;0.01;False;ERR;ERR;ERR
1013;0.19;False;0.09;False;0.11;False;0.45;False;0.08817914800000004
1014;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR
1015;TO;TO;TO;TO;0.42;True;ERR;ERR;ERR
1016;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR
1017;0.01;False;0.01;False;0.01;False;1.52;False;0.19481672500000013
1018;0.03;False;0.02;False;0.02;False;0.54;False;0.11842962399999996
1019;0.02;False;TO;TO;0.01;False;ERR;ERR;ERR
1020;0.02;True;0.01;False;0.01;False;ERR;ERR;ERR
1021;TO;TO;TO;TO;0.41;True;ERR;ERR;ERR
1022;0.01;False;0.01;False;0.01;False;3.34;False;0.12790073300000016
