name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;notrackrsa-runtime;notrackrsa-result;notrackrsa-matchtime;js-runtime;java-runtime;net-runtime;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
909;0.0;False;2.68;True;3.69;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
910;ERR;ERR;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
911;0.02;False;0.05;False;0.01;False;5.68;False;0.40356758499999934;7.28;False;0.5331436380000003;ERR;ERR;ERR;ERR;ERR;ERR
912;0.01;False;0.58;False;0.51;False;TO;TO;TO;65.35;False;0.6916280030000053;ERR;ERR;ERR;ERR;ERR;ERR
913;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
914;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
915;0.02;False;20.53;False;34.74;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
916;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
917;0.0;False;0.01;True;0.01;True;35.76;True;0.22901410100000064;72.74;True;0.40882179100000116;ERR;ERR;ERR;ERR;ERR;ERR
918;14.23;False;6.61;False;0.01;False;0.2;False;0.13735207500000002;0.27;False;0.158338616;ERR;ERR;ERR;ERR;ERR;ERR
919;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
920;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
921;0.01;False;0.13;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
922;0.02;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
923;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
924;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
925;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
926;0.01;False;0.74;False;6.89;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
927;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
928;22.51;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
929;0.01;False;0.0;False;0.01;False;0.04;False;2.4216000000000515e-05;0.17;False;3.8186999999995086e-05;ERR;ERR;ERR;ERR;ERR;ERR
930;11.38;True;0.0;True;0.01;True;0.34;True;0.26348145599999995;0.3;True;0.261710738;ERR;ERR;ERR;ERR;ERR;ERR
931;ERR;ERR;0.01;False;0.0;False;TO;TO;TO;17.81;False;0.001642335000001438;ERR;ERR;ERR;ERR;ERR;ERR
932;0.01;False;0.01;True;0.01;True;0.17;True;0.10396690400000001;0.28;True;0.15939120599999998;ERR;ERR;ERR;ERR;ERR;ERR
933;0.01;False;1.06;False;1.62;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
934;ERR;ERR;0.01;False;0.01;False;10.32;False;0.1746373710000011;2.97;False;0.15462566199999994;ERR;ERR;ERR;ERR;ERR;ERR
935;ERR;ERR;0.01;False;0.01;False;9.59;False;0.0019513189999997849;2.79;False;0.001618729000000041;ERR;ERR;ERR;ERR;ERR;ERR
936;0.13;False;0.09;False;0.12;False;0.64;False;0.10693540000000007;1.4;False;0.13984743100000008;ERR;ERR;ERR;ERR;ERR;ERR
937;ERR;ERR;TO;TO;0.01;False;17.57;False;0.07888154099999944;57.18;False;0.1887854570000016;ERR;ERR;ERR;ERR;ERR;ERR
938;0.0;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
939;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
940;0.41;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
941;ERR;ERR;0.0;True;0.01;True;1.63;True;0.13964717000000015;1.15;True;0.252717949;ERR;ERR;ERR;ERR;ERR;ERR
942;0.0;False;16.6;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
943;0.0;False;TO;TO;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
944;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
945;0.01;False;0.01;False;0.01;False;21.83;False;0.11604629600000038;21.15;False;0.20322187600000063;ERR;ERR;ERR;ERR;ERR;ERR
946;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
947;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
948;ERR;ERR;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
949;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
950;0.02;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
951;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
952;0.01;False;37.2;False;34.46;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
953;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
954;44.56;True;0.02;True;0.01;True;0.35;True;0.10920072000000003;0.42;True;0.193667996;ERR;ERR;ERR;ERR;ERR;ERR
955;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
956;0.01;False;64.7;False;86.38;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
957;0.02;False;0.1;False;0.01;False;0.49;False;0.144241817;0.86;False;0.298935933;ERR;ERR;ERR;ERR;ERR;ERR
958;TO;TO;0.01;True;0.02;True;0.5;True;0.18394921800000003;21.92;True;0.5297644949999984;ERR;ERR;ERR;ERR;ERR;ERR
959;11.36;True;0.01;True;0.01;True;0.73;True;0.15870744999999997;2.05;True;0.40524458200000013;ERR;ERR;ERR;ERR;ERR;ERR
960;0.02;False;0.01;True;0.01;True;0.41;True;0.22876119999999997;1.56;True;1.098513299;ERR;ERR;ERR;ERR;ERR;ERR
961;0.01;False;0.01;False;0.01;False;2.33;False;0.18616477399999987;40.0;False;0.2534525820000013;ERR;ERR;ERR;ERR;ERR;ERR
962;0.01;False;0.01;False;0.01;False;9.08;False;0.1140355280000005;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
963;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
964;0.01;False;0.01;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
965;0.02;False;0.84;False;1.29;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
966;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
967;0.02;False;0.01;True;0.0;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
968;0.01;False;61.99;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
969;0.01;False;0.01;True;0.01;True;5.59;True;0.2852890980000007;8.31;True;0.5585614310000002;ERR;ERR;ERR;ERR;ERR;ERR
970;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
971;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
972;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
973;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
974;0.02;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
975;0.02;False;0.01;True;0.01;True;0.2;True;0.14190472799999998;0.25;True;0.20627579999999998;ERR;ERR;ERR;ERR;ERR;ERR
976;40.03;False;14.35;False;0.01;False;0.28;False;0.228446298;0.37;False;0.271375715;ERR;ERR;ERR;ERR;ERR;ERR
977;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
978;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
979;0.02;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
980;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
981;0.0;False;0.15;False;0.2;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
982;ERR;ERR;0.01;True;0.0;True;0.87;True;0.15759826499999996;1.76;True;0.8768490990000001;ERR;ERR;ERR;ERR;ERR;ERR
983;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
984;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
985;ERR;ERR;0.04;True;0.06;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
986;0.11;True;0.01;True;0.01;True;0.43;True;0.19066448699999997;1.34;True;0.715152394;ERR;ERR;ERR;ERR;ERR;ERR
987;38.83;True;0.01;True;0.01;True;0.78;True;0.16965208799999998;2.35;True;0.47638427299999986;ERR;ERR;ERR;ERR;ERR;ERR
988;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
989;0.01;False;0.21;False;0.01;False;7.15;False;0.33787391800000055;7.71;False;0.609535191;ERR;ERR;ERR;ERR;ERR;ERR
990;0.85;True;0.0;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
991;0.02;False;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
992;0.02;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
993;0.0;False;0.12;False;0.07;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
994;0.0;False;0.15;False;0.06;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
995;0.01;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
996;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
997;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
998;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
999;0.01;False;2.28;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1000;77.49;False;0.4;False;0.54;False;0.21;False;0.165912906;0.3;False;0.260618608;ERR;ERR;ERR;ERR;ERR;ERR
1001;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1002;0.02;False;25.95;False;39.38;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1003;0.01;False;0.01;True;0.01;True;1.4;True;0.34168290599999995;2.64;True;0.6164380339999997;ERR;ERR;ERR;ERR;ERR;ERR
1004;ERR;ERR;6.64;False;0.01;False;1.48;False;0.11672961100000001;3.47;False;0.20628195900000001;ERR;ERR;ERR;ERR;ERR;ERR
1005;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1006;0.01;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1007;0.01;False;0.01;False;0.01;False;2.03;False;0.21640710800000007;4.31;False;0.23979280900000033;ERR;ERR;ERR;ERR;ERR;ERR
1008;0.0;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1009;0.02;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1010;0.01;False;0.74;False;1.72;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1011;0.01;False;1.59;True;2.28;True;22.33;True;0.3535146049999973;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
1012;0.01;True;TO;TO;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1013;0.22;False;0.1;False;0.12;False;0.48;False;0.08726290199999998;0.98;False;0.11630350200000006;ERR;ERR;ERR;ERR;ERR;ERR
1014;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1015;TO;TO;46.45;True;0.47;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1016;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1017;0.01;False;0.01;False;0.01;False;1.82;False;0.18419816100000008;43.3;False;0.28024490800000024;ERR;ERR;ERR;ERR;ERR;ERR
1018;0.03;False;0.02;False;0.02;False;0.63;False;0.12788440399999995;1.82;False;0.200592259;ERR;ERR;ERR;ERR;ERR;ERR
1019;0.0;False;TO;TO;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1020;0.01;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1021;TO;TO;50.74;True;0.45;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1022;0.01;False;0.01;False;0.0;False;4.25;False;0.0813308979999996;2.08;False;0.08034060100000007;ERR;ERR;ERR;ERR;ERR;ERR
